0.89,1.467153
0.891,1.467141
0.892,1.467128
0.893,1.467116
0.894,1.467104
0.895,1.467092
0.896,1.467079
0.897,1.467067
0.898,1.467055
0.899,1.467043
0.9,1.467031
0.901,1.467019
0.902,1.467007
0.903,1.466996
0.904,1.466984
0.905,1.466972
0.906,1.46696
0.907,1.466948
0.908,1.466937
0.909,1.466925
0.91,1.466914
0.911,1.466902
0.912,1.46689
0.913,1.466879
0.914,1.466868
0.915,1.466856
0.916,1.466845
0.917,1.466833
0.918,1.466822
0.919,1.466811
0.92,1.4668
0.921,1.466788
0.922,1.466777
0.923,1.466766
0.924,1.466755
0.925,1.466744
0.926,1.466733
0.927,1.466722
0.928,1.466711
0.929,1.4667
0.93,1.466689
0.931,1.466679
0.932,1.466668
0.933,1.466657
0.934,1.466646
0.935,1.466636
0.936,1.466625
0.937,1.466614
0.938,1.466604
0.939,1.466593
0.94,1.466583
0.941,1.466572
0.942,1.466562
0.943,1.466551
0.944,1.466541
0.945,1.466531
0.946,1.46652
0.947,1.46651
0.948,1.4665
0.949,1.466489
0.95,1.466479
0.951,1.466469
0.952,1.466459
0.953,1.466449
0.954,1.466439
0.955,1.466429
0.956,1.466419
0.957,1.466409
0.958,1.466399
0.959,1.466389
0.96,1.466379
0.961,1.466369
0.962,1.466359
0.963,1.46635
0.964,1.46634
0.965,1.46633
0.966,1.46632
0.967,1.466311
0.968,1.466301
0.969,1.466292
0.97,1.466282
0.971,1.466272
0.972,1.466263
0.973,1.466253
0.974,1.466244
0.975,1.466235
0.976,1.466225
0.977,1.466216
0.978,1.466206
0.979,1.466197
0.98,1.466188
0.981,1.466179
0.982,1.466169
0.983,1.46616
0.984,1.466151
0.985,1.466142
0.986,1.466133
0.987,1.466124
0.988,1.466115
0.989,1.466106
0.99,1.466097
0.991,1.466088
0.992,1.466079
0.993,1.46607
0.994,1.466061
0.995,1.466052
0.996,1.466043
0.997,1.466034
0.998,1.466025
0.999,1.466017
1,1.466008
1.001,1.465999
1.002,1.465991
1.003,1.465982
1.004,1.465973
1.005,1.465965
1.006,1.465956
1.007,1.465948
1.008,1.465939
1.009,1.465931
1.01,1.465922
1.011,1.465914
1.012,1.465905
1.013,1.465897
1.014,1.465888
1.015,1.46588
1.016,1.465872
1.017,1.465863
1.018,1.465855
1.019,1.465847
1.02,1.465839
1.021,1.46583
1.022,1.465822
1.023,1.465814
1.024,1.465806
1.025,1.465798
1.026,1.46579
1.027,1.465782
1.028,1.465774
1.029,1.465766
1.03,1.465758
1.031,1.46575
1.032,1.465742
1.033,1.465734
1.034,1.465726
1.035,1.465718
1.036,1.46571
1.037,1.465702
1.038,1.465694
1.039,1.465687
1.04,1.465679
1.041,1.465671
1.042,1.465663
1.043,1.465656
1.044,1.465648
1.045,1.46564
1.046,1.465633
1.047,1.465625
1.048,1.465618
1.049,1.46561
1.05,1.465602
1.051,1.465595
1.052,1.465587
1.053,1.46558
1.054,1.465572
1.055,1.465565
1.056,1.465558
1.057,1.46555
1.058,1.465543
1.059,1.465535
1.06,1.465528
1.061,1.465521
1.062,1.465513
1.063,1.465506
1.064,1.465499
1.065,1.465492
1.066,1.465485
1.067,1.465477
1.068,1.46547
1.069,1.465463
1.07,1.465456
1.071,1.465449
1.072,1.465442
1.073,1.465435
1.074,1.465428
1.075,1.465421
1.076,1.465414
1.077,1.465407
1.078,1.4654
1.079,1.465393
1.08,1.465386
1.081,1.465379
1.082,1.465372
1.083,1.465365
1.084,1.465358
1.085,1.465351
1.086,1.465344
1.087,1.465338
1.088,1.465331
1.089,1.465324
1.09,1.465317
1.091,1.465311
1.092,1.465304
1.093,1.465297
1.094,1.465291
1.095,1.465284
1.096,1.465277
1.097,1.465271
1.098,1.465264
1.099,1.465257
1.1,1.465251
1.101,1.465244
1.102,1.465238
1.103,1.465231
1.104,1.465225
1.105,1.465218
1.106,1.465212
1.107,1.465205
1.108,1.465199
1.109,1.465193
1.11,1.465186
1.111,1.46518
1.112,1.465173
1.113,1.465167
1.114,1.465161
1.115,1.465155
1.116,1.465148
1.117,1.465142
1.118,1.465136
1.119,1.465129
1.12,1.465123
1.121,1.465117
1.122,1.465111
1.123,1.465105
1.124,1.465099
1.125,1.465092
1.126,1.465086
1.127,1.46508
1.128,1.465074
1.129,1.465068
1.13,1.465062
1.131,1.465056
1.132,1.46505
1.133,1.465044
1.134,1.465038
1.135,1.465032
1.136,1.465026
1.137,1.46502
1.138,1.465014
1.139,1.465008
1.14,1.465002
1.141,1.464996
1.142,1.464991
1.143,1.464985
1.144,1.464979
1.145,1.464973
1.146,1.464967
1.147,1.464961
1.148,1.464956
1.149,1.46495
1.15,1.464944
1.151,1.464938
1.152,1.464933
1.153,1.464927
1.154,1.464921
1.155,1.464916
1.156,1.46491
1.157,1.464904
1.158,1.464899
1.159,1.464893
1.16,1.464888
1.161,1.464882
1.162,1.464876
1.163,1.464871
1.164,1.464865
1.165,1.46486
1.166,1.464854
1.167,1.464849
1.168,1.464843
1.169,1.464838
1.17,1.464832
1.171,1.464827
1.172,1.464822
1.173,1.464816
1.174,1.464811
1.175,1.464805
1.176,1.4648
1.177,1.464795
1.178,1.464789
1.179,1.464784
